ID,ParkName,LocationName,ParkType,CAPACITY,Open,Close,CountyName,LONGITUDE,LATITUDE
253,Ebu Suut Caddesi 1,Ebu Suut Caddes,Yol Ustu,40,8:00:00 AM,6:00:00 PM,Fatih,28.97639245,41.01296974
254,Kore Sehitleri Caddesi - Yuzbasi Kaya Aldagon Sokak 4,Kore Sehitleri Caddesi - Yuzbasi Kaya Aldagon Soka,Yol Ustu,40,7:00:00 AM,5:00:00 PM,Sisli,29.01161203,41.07157439
255,Yesilyurt Carsi 3,Yesilyurt Cars,Yol Ustu,50,8:00:00 AM,7:00:00 PM,Bakirkoy,28.83793582,40.96438096
256,Fatih Su Yolu Sokak 1,Fatih Su Yolu Soka,Yol Ustu,40,8:00:00 AM,10:00:00 PM,Fatih,28.9540595,41.01616489
257,Fatih Su Yolu Sokak 2,Fatih Su Yolu Soka,Yol Ustu,40,8:00:00 AM,10:00:00 PM,Fatih,28.95415224,41.01665209
258,Munir Nurettin Selcuk Caddesi 15,Munir Nurettin Selcuk Caddes,Yol Ustu,30,9:00:00 AM,6:00:00 PM,Kadikoy,29.04001832,40.97882026
259,Siracevizler Caddesi Yol Ustu 4,Sisli Siracevizler Caddes,Yol Ustu,50,8:00:00 AM,6:00:00 PM,Sisli,28.98416343,41.05980124
260,Eski Buyukdere Caddesi 1,Eski Buyukdere Caddes,Yol Ustu,30,8:00:00 AM,7:00:00 PM,Kagithane,29.0062694,41.08812227
261,Gazi Umur Pasa Sokak 6,Gazi Umur Pasa Soka,Yol Ustu,42,8:00:00 AM,6:00:00 PM,Besiktas,29.01093627,41.05862369
262,Capa Yol Ustu Otoparki 1,Capa Yol Ustu Otopark,Yol Ustu,30,7:00:00 AM,7:00:00 PM,Fatih,28.93098917,41.01678529
263,Eyup Tekke Parki,Eyup Tekke Park,Acik Otopark,70,8:00:00 AM,7:00:00 PM,Eyup,28.93979625,41.05648621
264,Tarabya Acik Otoparki,Tarabya Acik Otopark,Acik Otopark,100,12:00:00 AM,11:59:00 PM,Sariyer,29.05175697,41.13814439
265,Eyup İstanbul Caddesi 4,Eyup İstanbul Caddes,Yol Ustu,40,9:00:00 AM,7:00:00 PM,Eyup,28.8898819,41.17647297
266,Macka Katli Otoparki,Macka Katli Otopark,Kapali Otopark,508,12:00:00 AM,11:59:00 PM,Sisli,28.9902058,41.04813655
267,Mete Caddesi 3,Mete Caddes,Yol Ustu,35,7:30:00 AM,8:30:00 PM,Beyoglu,28.98802141,41.03841422
268,Matbaacilar Sitesi Yani,Matbaacilar Sitesi Yan,Acik Otopark,250,7:00:00 AM,7:00:00 PM,Zeytinburnu,28.91829941,41.02330565
269,Yenikapi Marmaray Taksi Duragi,Yenikapi Marmaray Taksi Durag,Taksi Park,20,7:00:00 AM,6:00:00 PM,Fatih,28.95180166,41.00644329
270,Sehzadebasi Caddesi 1,Sehzadebasi Caddes,Yol Ustu,50,7:00:00 AM,7:00:00 PM,Fatih,28.95800636,41.01274376
271,Kazlicesme Marmaray Acik Otoparki 2,Kazlicesme Marmaray Acik Otopark,Acik Otopark,700,12:00:00 AM,11:59:00 PM,Zeytinburnu,28.91649233,40.99223227
272,Kirazli Metro Duragi P+R,Kirazli Metro Duragi P+,Acik Otopark,650,12:00:00 AM,11:59:00 PM,Bagcilar,28.84177912,41.03309786
273,Alibeykoy Cep Otogari Otobus Otoparki,Alibeykoy Cep Otogari Otobus Otopark,Acik Otopark,116,12:00:00 AM,11:59:00 PM,Eyup,28.94498158,41.08777623
274,Uskudar Unalan Acik P+R,Uskudar Unalan Acik P+,Acik Otopark,180,6:30:00 AM,7:00:00 PM,Uskudar,29.06045258,40.99787274
275,Tuzla İdo,Tuzla İdo İskeles,Acik Otopark,300,12:00:00 AM,11:59:00 PM,Tuzla,29.30364453,40.81500881
276,Kadikoy Metro Yol Ustu 2,Kadikoy Metro Yol Ust,Yol Ustu,25,6:30:00 AM,11:00:00 PM,Kadikoy,29.02170404,40.98991472
277,Fatih Minibus Depolama Alani,Fatih Minubus Depolama Alani / A40 Alibeykoy-Aksara,Minibus Park,119,7:00:00 AM,6:00:00 PM,Fatih,28.94694414,41.01302421
278,Selim Sirri Tarcan Katli Otoparki,Selim Sirri Tarcan Katli Otopark,Kapali Otopark,150,12:00:00 AM,11:59:00 PM,Sisli,28.99801297,41.07314716
279,Bayrampasa Nikah Dairesi Otoparki,Bayrampasa Nikah Dairesi Otopark,Kapali Otopark,190,12:00:00 AM,11:59:00 PM,Bayrampasa,28.91304374,41.0431703
280,Rumeli Caddesi 6,Sisli Rumeli Caddes,Yol Ustu,45,8:00:00 AM,11:00:00 PM,Sisli,28.99133443,41.051853
281,Bayrampasa Muratpasa Yer Alti Otoparki,Bayrampasa Muratpasa Yer Alti Otopark,Kapali Otopark,300,12:00:00 AM,11:59:00 PM,Bayrampasa,28.9081982,41.04701461
282,Cekmekoy Cavusbasi Caddesi 1,Cekmekoy Cavusbasi Caddes,Yol Ustu,50,8:00:00 AM,7:00:00 PM,Cekmekoy,29.17248569,41.03037294
283,Egs Bloklari Acik Otoparki,Egs Bloklari Acik Otopark,Acik Otopark,350,12:00:00 AM,11:59:00 PM,Bakirkoy,28.8353911,40.98631064
284,Altunizade Acik Otopark,Altunizade Acik Otopar,Acik Otopark,80,8:00:00 AM,7:00:00 PM,Uskudar,29.03949112,41.02454428
285,Yenikapi Marmaray Buyuk Otoparki,Yenikapi Marmaray Buyuk Otopark,Acik Otopark,350,12:00:00 AM,11:59:00 PM,Fatih,28.95060129,41.00575515
286,Yenikapi Marmaray Kucuk Otoparki,Yenikapi Marmaray Kucuk Otopark,Acik Otopark,200,12:00:00 AM,11:59:00 PM,Fatih,28.95157398,41.0049568
287,Nispetiye Caddesi Acik Otoparki,Nispetiye Caddesi Acik Otopark,Acik Otopark,90,8:00:00 AM,7:00:00 PM,Besiktas,29.01771934,41.07350483
288,Halic Sosyal Tesisleri Otoparki,Halic Sosyal Tesisleri Otopark,Acik Otopark,60,7:30:00 AM,12:00:00 AM,Fatih,28.95724054,41.02773722
289,Sabanci Ogretmenevi Acik Otoparki,Sabanci Ogretmenevi Acik Otopark,Acik Otopark,350,7:30:00 AM,11:00:00 PM,Beykoz,29.06735358,41.08109068
290,Damla Sokak 1,Damla Soka,Yol Ustu,17,8:00:00 AM,6:30:00 PM,Sisli,29.00038451,41.06719264
291,Fatih Halicilar Caddesi 1,Fatih Halicilar Caddes,Yol Ustu,40,9:00:00 AM,7:00:00 PM,Fatih,28.94822627,41.01828519
292,Sisli Ali Kaya Sokak 1,Sisli Ali Kaya Soka,Yol Ustu,50,7:00:00 AM,6:00:00 PM,Sisli,29.01008995,41.07987599
293,Avcilar Meydani Acik Otoparki,Avcilar Meydan Acik Otopark,Acik Otopark,600,12:00:00 AM,11:59:00 PM,Avcilar,28.72160912,40.98381817
294,Kartal Koprusu Kavsagi P+R,Kartal Koprusu Kavsagi  P+,Acik Otopark,135,6:00:00 AM,5:00:00 PM,Kartal,29.2065686,40.90756931
295,Avni Akyol Bulvari 7,Avni Akyol Bulvar,Yol Ustu,25,9:00:00 AM,7:00:00 PM,Basaksehir,28.68548832,41.07002588
296,Fulya Acik Otoparki,Fulya Acik Otopark,Acik Otopark,80,8:00:00 AM,10:00:00 PM,Besiktas,28.99980279,41.05649782
297,Haydarpasa Katli Otoparki,Haydarpasa Katli Otopark,Kapali Otopark,840,12:00:00 AM,11:59:00 PM,Uskudar,29.02548194,41.00509928
298,Uskudar Belediyesi Yeralti Otoparki,Uskudar Belediyesi Yeralti Otopark,Kapali Otopark,197,12:00:00 AM,11:59:00 PM,Uskudar,29.01931018,41.02064481
299,Baglarbasi Katli Otoparki,Baglarbasi Katli Otopark,Kapali Otopark,130,12:00:00 AM,11:59:00 PM,Uskudar,29.03464973,41.02518776
300,Fatih Kutuphane Acik Otoparki 2,Fatih Kutuphane Acik Otopark,Acik Otopark,35,8:00:00 AM,8:00:00 PM,Fatih,28.94941298,41.01668359
301,Okan Universitesi Zemin Alti Otoparki,Okan Universitesi Hastanesi Zemin Alti Otopark,Kapali Otopark,300,7:00:00 AM,11:00:00 PM,Tuzla,29.3017602,40.84941393
302,Sultangazi Zemin Alti Otoparki,Sultangazi Zemin Alti Otopark,Kapali Otopark,104,12:00:00 AM,11:59:00 PM,Sultangazi,28.86487896,41.09441179
303,Harbiye Cumhuriyet Caddesi Yol Ustu Otoparki 3,Harbiye Cumhuriyet Caddesi Yol Ustu Otopark,Yol Ustu,25,8:00:00 AM,6:00:00 PM,Sisli,28.98634164,41.04264277
304,Harbiye Cumhuriyet Caddesi Yol Ustu Otoparki 5,Harbiye Cumhuriyet Caddesi Yol Ustu Otopark,Yol Ustu,26,8:00:00 AM,6:00:00 PM,Sisli,28.98634293,41.04308134
305,İspark West İstanbul Marina Acik Otoparki,İspark West İstanbul Acik Otopark,Acik Otopark,1000,12:00:00 AM,11:59:00 PM,Beylikduzu,28.65906098,40.96388564
306,Yali Acik Otoparki,Yali Acik Otopark,Acik Otopark,85,8:00:00 AM,9:00:00 PM,Maltepe,29.13687574,40.90944024
307,Beyoglu Ornektepe Zemin Alti Otoparki,Beyoglu Ornektepe Zemin Alti Otopark,Kapali Otopark,143,12:00:00 AM,11:59:00 PM,Beyoglu,28.95487729,41.05423706
308,Bayrampasa Sebze-Meyve Hali,Bayrampasa Sebze - Meyve Hal,Acik Otopark,100,12:00:00 AM,11:59:00 PM,Bayrampasa,28.88866861,41.05100371
309,A/46 Sirinevler-Kuleli-Basaksehir Minibus Peronu,A/46 Sirinevler-Kuleli-Basaksehir Minibus Peron,Minibus Park,54,7:00:00 AM,11:00:00 PM,Bahcelievler,28.84694372,40.99201541
310,Albay Faik Sozdener 4,Albay Faik Sozdene,Yol Ustu,40,7:00:00 AM,11:00:00 PM,Kadikoy,29.02142856,40.98738792
311,Pendik Yeni Mahalle Acik Otoparki,Pendik Yenimahalle Acik Otopark,Acik Otopark,80,7:00:00 AM,5:00:00 PM,Pendik,29.27194476,40.86421924
312,Pendik Yenimahalle Yolustu Otoparki 2,Pendik Yenimahalle Yolustu Otopark,Yol Ustu,50,7:00:00 AM,5:00:00 PM,Pendik,29.27232027,40.86400016
313,Atasehir Bulvari 24,Atasehir Bulvar,Yol Ustu,25,8:00:00 AM,6:00:00 PM,Atasehir,29.12769295,40.99344816
314,Kadikoy Sogutlucesme Acik Otoparki,Kadikoy Sogutlucesme Acik Otopark,Acik Otopark,230,12:00:00 AM,11:59:00 PM,Kadikoy,29.03822243,40.99221645
315,Bayrampasa Muzaffer Oztekin Zemin Alti Otoparki,Bayrampasa Muzaffer Oztekin Zemin Alti Otopark,Kapali Otopark,400,12:00:00 AM,11:59:00 PM,Bayrampasa,28.90667789,41.05103821
316,Tamburi Ali Efendi Sokak 2,Tamburi Ali Efend,Yol Ustu,17,9:00:00 AM,9:00:00 PM,Besiktas,29.03086242,41.07859173
317,Levent Buyukdere Caddesi 3,Levent Buyukdere Caddes,Yol Ustu,30,9:00:00 AM,10:00:00 PM,Besiktas,29.01474015,41.07562676
318,Levent Buyukdere Caddesi 5,Levent Buyukdere Caddes,Yol Ustu,30,9:00:00 AM,10:00:00 PM,Besiktas,29.01449927,41.07611569
319,Bebek Parki Onu,Bebek Sahil Yol,Yol Ustu,20,8:00:00 AM,11:00:00 PM,Besiktas,29.05670346,41.08324989
320,Sultanbeyli Emir Caddesi Zemin Alti Otoparki,Sultanbeyli Emir Caddesi Zemin Alti Otopark,Kapali Otopark,130,7:00:00 AM,9:00:00 PM,Sultanbeyli,29.25547622,40.97168056
321,Arnavutkoy Zemin Alti Otoparki,Arnavutkoy Zemin Alti Otopark,Kapali Otopark,700,12:00:00 AM,11:59:00 PM,Arnavutkoy,28.73946919,41.1834617
322,Kadikoy Yeni Sali Pazari Katli Otoparki,Kadikoy Yeni Sali Pazari Katli Otopark,Kapali Otopark,1350,12:00:00 AM,11:59:00 PM,Kadikoy,29.05007644,40.99779188
323,Bagcilar Yildiztepe Katli Otoparki,Bagcilar Yildiztepe Katli Otopark,Kapali Otopark,350,12:00:00 AM,11:59:00 PM,Bagcilar,28.85593434,41.02951584
324,15 Temmuz Demokrasi Otogari,15 Temmuz Demokrasi Otogar,Acik Otopark,1000,12:00:00 AM,11:59:00 PM,Bayrampasa,28.89459268,41.04155198
325,Pendik Tavsantepe P+R Acik Otoparki,Pendik Tavsantepe P+R Acik Otopark,Acik Otopark,430,12:00:00 AM,11:59:00 PM,Pendik,29.24927387,40.88291697
326,Bayrampasa Ataturk Parki  Zemin Alti Otoparki,Bayrampasa Ataturk Parki Zemin Alti Otopark,Kapali Otopark,442,12:00:00 AM,11:59:00 PM,Bayrampasa,28.91309134,41.03359735
327,Bagcilar Kent Meydani Zemin Alti,Bagcilar Kent Meydani Zemin Alt,Kapali Otopark,1162,12:00:00 AM,11:59:00 PM,Bagcilar,-99,-99
328,Bagcilar Kent Meydani Zemin Alti,Bagcilar Kent Meydani Zemin Alt,Kapali Otopark,1162,12:00:00 AM,11:59:00 PM,Bagcilar,28.85565151,41.03400288
329,Buyukcamlica Korusu Sosyal Tesisleri Onu,Buyuk Camlica Korusu Sosyal Tesisleri On,Acik Otopark,230,8:00:00 AM,12:00:00 AM,Uskudar,29.06954477,41.02670563
330,Buyukcekmece Metrobus Duragi Yani Zemin Alti Otoparki,Buyukcekmece Metrobus Duragi Yani Zemin Alti Otopark,Kapali Otopark,498,12:00:00 AM,11:59:00 PM,Buyukcekmece,28.62413736,41.02204617
331,Bagcilar Colakoglu Zemin Alti Otoparki,Bagcilar Colakoglu Zemin Alti Otopark,Kapali Otopark,106,12:00:00 AM,11:59:00 PM,Bagcilar,28.83468572,41.03293546
332,Bahcelievler Devlet Hastanesi Yani Katli Otoparki 1,Bahcelievler Devlet Hastanesi Yani Katli Otopark,Kapali Otopark,740,12:00:00 AM,11:59:00 PM,Bahcelievler,28.84386589,41.00756066
333,Kadikoy Sahil Acik Otoparki 1,Kadikoy Sahil Acik Otopark,Acik Otopark,50,12:00:00 AM,11:59:00 PM,Kadikoy,29.02183516,40.99117747
334,Bahcelievler Soganli Zemin Alti Otoparki 1,Bahcelievler Soganli Zemin Alti Otopark,Kapali Otopark,663,12:00:00 AM,11:59:00 PM,Bahcelievler,28.85794121,41.01535393
335,Avcilar Mustafa Kemalpasa Metrobus Duragi  Yani Yol Ustu Otoparki,Avcilar Mustafa Kemalpasa Metrobus Duragi  Yani Yol Ustu Otopark,Yol Ustu,44,8:00:00 AM,7:00:00 PM,Avcilar,-99,-99
336,Beyoglu Gazhane Bostan Sokak 2,Beyoglu Gazhane Bostan Soka,Yol Ustu,35,8:00:00 AM,7:00:00 PM,Beyoglu,28.98941149,41.03831932
337,Cekmekoy Mimar Sinan Caddesi 4,Cekmekoy Mimar Sinan Caddes,Yol Ustu,20,8:00:00 AM,7:00:00 PM,Cekmekoy,29.17639052,41.03270957
338,Sakayik Sokak 4,Sisli Sakayik Soka,Yol Ustu,50,8:00:00 AM,7:00:00 PM,Sisli,28.99334926,41.05196132
339,Beyoglu İnonu Caddesi 7,İnonu Caddes,Yol Ustu,30,8:00:00 AM,8:00:00 PM,Beyoglu,28.98743645,41.03548986
340,Prof. Dr.Orhan Ersek Sokak 3,Prof. Dr.Orhan Ersek Soka,Yol Ustu,40,8:00:00 AM,7:00:00 PM,Sisli,28.99476357,41.05153347
341,Abide-I Hurriyet Caddesi 5,Abide-I Hurriyet Caddes,Yol Ustu,40,8:00:00 AM,7:00:00 PM,Sisli,28.98728791,41.06123666
342,Abide-I Hurriyet Caddesi 6,Abide-I Hurriyet Caddes,Yol Ustu,40,8:00:00 AM,7:00:00 PM,Sisli,28.98711934,41.06060665
343,Ihlamur Dere Caddesi 2,Ihlamur Dere Caddes,Yol Ustu,27,9:00:00 AM,7:00:00 PM,Besiktas,29.00303069,41.04443912
344,Baglanti Yolu 2,Levent Baglanti Yol,Yol Ustu,120,6:45:00 AM,6:00:00 PM,Besiktas,29.01247675,41.0802187
345,Adliye Onu 1,Levent Adliye On,Yol Ustu,40,7:00:00 AM,5:00:00 PM,Sisli,29.01149204,41.07994919
346,Gedikpasa Acik Otoparki,Gedikpasa Acik Otopark,Acik Otopark,175,12:00:00 AM,11:59:00 PM,Fatih,28.96364755,41.00729209
347,Karakoy Balikcilar Onu,Beyoglu Balikcilar On,Acik Otopark,70,8:00:00 AM,10:00:00 PM,Beyoglu,28.97412476,41.0220007
348,Poyraz Yol Ustu 4,Poyraz Yol Ust,Yol Ustu,45,8:00:00 AM,6:00:00 PM,Kadikoy,29.04050623,40.99306585
349,Atasehir Bulvari 1,Atasehir Bulvar,Yol Ustu,20,8:00:00 AM,6:00:00 PM,Atasehir,29.11921173,40.9925424
350,Atasehir Bulvari 8,Atasehir Bulvar,Yol Ustu,35,8:00:00 AM,6:00:00 PM,Atasehir,29.12613451,40.99269423
351,Mid Point Onu,Bebek Sahil Yol,Yol Ustu,29,8:00:00 AM,11:00:00 PM,Besiktas,29.05269394,41.08034946
352,Asiyan 1,Bebek Sahil Yol,Yol Ustu,20,8:00:00 AM,11:00:00 PM,Besiktas,29.05580476,41.08185584
353,Kucuk Bebek,Bebek Sahil Yol,Yol Ustu,17,8:00:00 AM,12:00:00 AM,Besiktas,29.04954692,41.07969401
354,Migros Onu,Bebek Arnavutkoy Caddes,Yol Ustu,11,8:00:00 AM,12:00:00 AM,Besiktas,29.04490307,41.07222219
355,Kabatas Set Ustu 2,Kabatas Setust,Yol Ustu,80,8:00:00 AM,6:00:00 PM,Beyoglu,28.99322639,41.03550909
356,İmc Onu 1,İm,Yol Ustu,28,8:30:00 AM,6:30:00 PM,Fatih,28.95687444,41.0171315
357,Ataturk Bulvari 1,Ataturk Bulvari ,Yol Ustu,18,7:30:00 AM,6:30:00 PM,Fatih,28.9535383,41.0112915
358,Atasehir Bulvari 13,Atasehir Bulvar,Yol Ustu,25,8:00:00 AM,6:00:00 PM,Atasehir,29.12766367,40.99309093
359,Hizir Kulhani Sokak,Hizir Kulhani Soka,Yol Ustu,26,8:00:00 AM,6:00:00 PM,Fatih,28.96048792,41.02019964
360,İstinye 1 ( Hastane Onu ),İstinye Caddes,Yol Ustu,25,8:00:00 AM,6:00:00 PM,Sariyer,29.05521762,41.11461985
361,İstinye 6 ( Cocuk Parki ),İstinye Caddes,Yol Ustu,30,8:00:00 AM,6:00:00 PM,Sariyer,29.06010575,41.11382052
362,Yenikoy 1,Yenikoy Koybasi Caddes,Yol Ustu,11,8:00:00 AM,6:00:00 PM,Sariyer,29.06978478,41.12724174
363,Kirecburnu 3,Haydar Aliyev Caddes,Yol Ustu,35,9:00:00 AM,8:00:00 PM,Sariyer,29.04327159,41.15053252
364,Kirecburnu 4,Haydar Aliyev Caddes,Yol Ustu,35,9:00:00 AM,8:00:00 PM,Sariyer,29.04510226,41.14895052
365,Sariyer Yeni Mahalle Caddesi 2,Sariyer Yeni Mahalle Caddes,Yol Ustu,11,8:00:00 AM,6:00:00 PM,Sariyer,29.05714584,41.16835743
366,Prof.Cemil Birsel Yokusu 2,Prof.Dr.Cemil Birsel Caddes,Yol Ustu,30,7:00:00 AM,6:00:00 PM,Fatih,28.96698467,41.01787774
367,Ragip Gumuspala Otobus Parki 1,Ragip Gumuspala Caddesi (Otobus Parki,Yol Ustu,40,7:00:00 AM,6:00:00 PM,Fatih,28.96593513,41.0191485
368,Yali Kosku Caddesi 3,Yali Kosku Caddes,Yol Ustu,100,7:00:00 AM,10:00:00 PM,Fatih,28.97488121,41.01624661
369,Kartal Hurriyet Caddesi 5,Kartal Hurriyet Caddes,Yol Ustu,30,8:00:00 AM,6:00:00 PM,Kartal,29.18974731,40.88922874
370,Sehit Mithat Yilmaz Caddesi 1,Sehit Mithat Yilmaz Caddes,Yol Ustu,16,8:00:00 AM,6:00:00 PM,Sariyer,29.05622101,41.16849678
371,Besiktas Kadastro Onu 1,Besiktas Kadastro On,Yol Ustu,20,8:00:00 AM,6:00:00 PM,Besiktas,29.00768099,41.05033701
372,Ptt Onu 1,Kadikoy Rihtim Ptt On,Yol Ustu,20,8:00:00 AM,11:00:00 PM,Kadikoy,29.02187144,40.9895527
373,Ptt Onu 2,Kadikoy Rihtim Ptt On,Yol Ustu,20,8:00:00 AM,11:00:00 PM,Kadikoy,29.02207909,40.98974558
374,Misbah Sokak 2,Misbah Soka,Yol Ustu,21,8:00:00 AM,11:00:00 PM,Kadikoy,29.02261877,40.98895177
375,Dr.Adnan Adivar Caddesi,Dr.Adnan Adivar Caddes,Yol Ustu,15,8:00:00 AM,6:00:00 PM,Fatih,28.94531425,41.00827142
376,Atasehir Bulvari 16,Atasehir Bulvar,Yol Ustu,25,8:00:00 AM,6:00:00 PM,Atasehir,29.12700891,40.99166577
377,Fevzipasa Caddesi 16,Fevzipasa Caddes,Yol Ustu,30,8:00:00 AM,7:00:00 PM,Fatih,28.94609444,41.02122815
378,Fevzipasa Caddesi 18,Fevzipasa Caddes,Yol Ustu,30,8:00:00 AM,7:00:00 PM,Fatih,28.94416239,41.0226581
379,Arap Camii Acik Otoparki,Arap Camii Acik Otopark,Acik Otopark,30,8:00:00 AM,6:00:00 PM,Beyoglu,28.97231892,41.02265027
380,19 Mayis Caddesi 4,19 Mayis Caddes,Yol Ustu,40,9:00:00 AM,7:00:00 PM,Pendik,29.23170495,40.87735612
381,Bebek Acik,Bebek Aci,Acik Otopark,35,12:00:00 AM,11:59:00 PM,Besiktas,29.0434974,41.07686575
382,Kucuk Camlica,Kucuk Camlic,Acik Otopark,80,7:00:00 AM,10:00:00 PM,Uskudar,29.06606617,41.02043963
383,Akdeniz Caddesi 1,Akdeniz Caddes,Yol Ustu,25,8:00:00 AM,7:00:00 PM,Fatih,28.94288043,41.01697545
384,Dumlupinar Caddesi 5,Dumlupinar Caddes,Yol Ustu,50,9:00:00 AM,7:00:00 PM,Bahcelievler,28.84012778,40.99230472
385,Dumlupinar Caddesi 8,Dumlupinar Caddes,Yol Ustu,60,9:00:00 AM,7:00:00 PM,Bahcelievler,28.8428014,40.99211835
386,Zeytinburnu 58. Bulvar 5,Zeytinburnu 58. Bulva,Yol Ustu,30,9:00:00 AM,7:00:00 PM,Zeytinburnu,28.90369996,40.99077708
387,Bayrampasa Numunebagi Caddesi 6,Bayrampasa Numunebagi Caddes,Yol Ustu,50,8:00:00 AM,6:00:00 PM,Bayrampasa,28.91271014,41.0351622
388,Eyup Pierloti Caddesi 1,Eyup Pierloti Caddes,Yol Ustu,40,8:00:00 AM,12:00:00 AM,Eyup,28.93300167,41.05415529
389,Salih Pasa Caddesi 5,Salih Pasa Caddes,Yol Ustu,30,8:00:00 AM,7:00:00 PM,Gaziosmanpasa,28.91067108,41.05469311
390,Kasim Sokak 4,Gungoren Kasim Soka,Yol Ustu,50,8:00:00 AM,7:00:00 PM,Gungoren,28.88849696,41.00969612
391,Sabanci Ogretmen Evi Onu 2,Sabanci Ogretmen Evi On,Yol Ustu,27,9:00:00 AM,8:00:00 PM,Beykoz,29.06552967,41.07968106
392,Sabanci Ogretmen Evi Onu 5,Sabanci Ogretmen Evi On,Yol Ustu,27,9:00:00 AM,8:00:00 PM,Beykoz,29.06699512,41.08117014
393,Yesilkoy Marina 5,Yesilkoy Marin,Yol Ustu,150,8:00:00 AM,12:00:00 AM,Bakirkoy,28.82154635,40.95596791
394,Yesilkoy İstanbul Caddesi 1,Yesilkoy İstanbul Caddes,Yol Ustu,33,8:00:00 AM,6:00:00 PM,Bakirkoy,28.83477532,40.95913661
395,Rone Park Onu 1,Rone Park On,Yol Ustu,50,8:00:00 AM,12:00:00 AM,Bakirkoy,28.83200571,40.95774682
396,Ataturk Caddesi 5,Silivri Ataturk Caddes,Yol Ustu,90,9:00:00 AM,11:00:00 PM,Silivri,28.24377753,41.0728909
397,Bakirkoy Acik Otoparki 2,Bakirkoy Aci,Acik Otopark,40,12:00:00 AM,11:59:00 PM,Bakirkoy,28.8756889,40.98336515
398,Emirgan Korusu,Emirgan Korus,Acik Otopark,300,6:00:00 AM,11:00:00 PM,Sariyer,29.05280483,41.10857218
399,Yildiz Korusu,Yildiz Korus,Acik Otopark,500,8:00:00 AM,9:00:00 PM,Besiktas,29.0151175,41.04794605
400,Balmumcu Acik,Balmumcu Aci,Acik Otopark,140,12:00:00 AM,11:59:00 PM,Besiktas,29.01065172,41.0620416
401,Cihangir Katli Otoparki,Cihangir Katl,Kapali Otopark,350,12:00:00 AM,11:59:00 PM,Beyoglu,28.98580671,41.03184881
402,Feshane P+R Acik Otoparki,Feshane P+R Acik Otopark,Acik Otopark,200,12:00:00 AM,11:59:00 PM,Eyup,28.93760965,41.04632667
403,Merter Metro P+R,Merter Metro P+,Acik Otopark,300,7:00:00 AM,11:00:00 PM,Gungoren,28.89573232,41.00733553
404,Kutlugun Sokak 2,Kutlugun Soka,Yol Ustu,200,8:00:00 AM,2:00:00 AM,Fatih,28.98012217,41.00606626
405,Bostanci İdo Ve Adalar İskelesi Onu Taksi Duragi,Bostanci İdo Ve Adalar İskelesi Onu Taksi Durag,Taksi Park,16,7:00:00 AM,10:00:00 PM,Kadikoy,29.0937899,40.95252607
406,Cayir Cimen Sokak 1,Cayir Cimen Soka,Yol Ustu,30,6:45:00 AM,6:00:00 PM,Besiktas,29.01333051,41.07916
407,Dere Sokak,Dere Soka,Yol Ustu,15,8:00:00 AM,7:00:00 PM,Sisli,28.98844072,41.05762805
408,Gunes Sokak Cikmazi 1,Gunes Sokak Cikmaz,Yol Ustu,40,7:00:00 AM,6:00:00 PM,Besiktas,29.00768277,41.08693718
409,Bezmialem Vakif Universitesi Tip Fakultesi 1,Bezmialem Vakif Universitesi Tip Fakultes,Acik Otopark,891,12:00:00 AM,11:59:00 PM,Fatih,28.93599451,41.01916105
410,Uskudar İdo İskelesi Onu,Uskudar İdo İskelesi Onu Taksi Durag,Taksi Park,15,7:00:00 AM,11:00:00 PM,Uskudar,29.0157958,41.02763148
411,Poyrazli Sokak 1,Poyrazli Soka,Yol Ustu,50,8:00:00 AM,6:00:00 PM,Gungoren,28.8886644,41.00928174
412,Savas Caddesi 2,Savas Caddes,Yol Ustu,40,8:00:00 AM,6:00:00 PM,Gungoren,28.88712447,41.01327505
413,Sabiha Gokcen P+R,Sabiha Gokcen P+,Acik Otopark,1020,12:00:00 AM,11:59:00 PM,Pendik,29.30976663,40.92390437
414,Bakirkoy İdo Acik Otoparki,Bakirkoy İdo İskelesi On,Acik Otopark,1000,12:00:00 AM,11:59:00 PM,Bakirkoy,28.87609578,40.97393448
415,Cihangir Katli Otoparki,Cihangir Katl,Kapali Otopark,350,12:00:00 AM,11:59:00 PM,Beyoglu,28.98580722,41.03184037
416,Cinar Hotel Onu 1,Cinar Hotel On,Yol Ustu,60,8:00:00 AM,12:00:00 AM,Bakirkoy,28.83596156,40.95946069
417,Umraniye Dr. Fazil Kucuk Caddesi 2,Umraniye Dr. Fazil Kucuk Caddes,Yol Ustu,24,8:00:00 AM,5:00:00 PM,Umraniye,29.11281389,41.02683484
418,Vakif Gureba Yolu Taksi Duragi,Vakif Gureba Yolu Taksi Durag,Taksi Park,25,7:00:00 AM,6:00:00 PM,Fatih,28.93444206,41.02053902
419,Macka Caddesi Teleferik Onu 1,Macka Caddesi Teleferik On,Yol Ustu,29,8:00:00 AM,12:00:00 AM,Sisli,28.99464067,41.04444119
420,İkinci Keskin Kalem Sokak 1,İkinci Keskin Kalem Soka,Yol Ustu,40,7:00:00 AM,5:00:00 PM,Sisli,29.00664479,41.06958691
421,Menekse Plaji Acik Otoparki,Menekse Plaj,Acik Otopark,200,12:00:00 AM,11:59:00 PM,Bakirkoy,28.77667418,40.97623801
